,video_file,start_tone,middle_tone,end_tone,Transition_val,social_message,Topic,Split,clip_feature_path,Link
4935,colorado_lottery_arrrrr_scratch_tickets_cant_be_beat.mp4,positive,positive,positive,No transition,No,Leisure,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/colorado_lottery_arrrrr_scratch_tickets_cant_be_beat.pkl,https://www.youtube.com/embed/68ghbCjB8io
4936,bulk_powders_dominate_shopping.webm,neutral,neutral,neutral,No transition,No,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/bulk_powders_dominate_shopping.pkl,https://www.youtube.com/embed/42B5HWk9d8g
4937,cinemateca_uruguay_parking.mp4,neutral,positive,positive,Transition,No,Leisure,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/cinemateca_uruguay_parking.pkl,https://player.vimeo.com/video/211544408
4938,nike_go_all_the_way.mp4,positive,positive,positive,No transition,No,Clothing,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/nike_go_all_the_way.pkl,https://player.vimeo.com/video/147778170
4939,nfl_super_bowl_babies_choir.mp4,positive,positive,positive,No transition,Yes,Leisure,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/nfl_super_bowl_babies_choir.pkl,https://www.youtube.com/embed/9KqekigARfE
4940,boston_harbor_cruises_whale_watch.mp4,neutral,positive,positive,Transition,No,Leisure,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/boston_harbor_cruises_whale_watch.pkl,https://www.youtube.com/embed/T6oznb76vOc
4941,anouk_the_visit.mkv,neutral,positive,positive,Transition,No,Clothing,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/anouk_the_visit.pkl,https://www.youtube.com/embed/Ef27m5ocK6Q
4942,colorado_lottery_lucky_for_life_wednesday.mp4,positive,positive,positive,No transition,No,Leisure,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/colorado_lottery_lucky_for_life_wednesday.pkl,https://player.vimeo.com/video/287283451
4943,new_york_lottery_ufo.mkv,neutral,neutral,negative,Transition,No,Leisure,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/new_york_lottery_ufo.pkl,https://www.youtube.com/embed/IsKgrBA8y0w
4944,chromat_meet_the_chromatbabe_guard.mp4,positive,positive,positive,No transition,No,Clothing,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/chromat_meet_the_chromatbabe_guard.pkl,https://www.youtube.com/embed/ZO42LY97KLU
4945,nice_n_easy_the_annoying_greys.mkv,negative,negative,positive,Transition,No,Health,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/nice_n_easy_the_annoying_greys.pkl,https://www.youtube.com/embed/k-BN_RbWjgc
4946,nemours_patient_thanks_doctor.mp4,positive,positive,positive,No transition,Yes,Health,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/nemours_patient_thanks_doctor.pkl,https://www.youtube.com/embed/JZuV8W7B-Tg
4947,australian_open_get_closer_to_the_game.mp4,positive,positive,positive,No transition,No,Leisure,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/australian_open_get_closer_to_the_game.pkl,https://www.youtube.com/embed/9Av29IUuYno
4948,replay_a_new_dimension.mkv,positive,positive,positive,No transition,No,Clothing,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/replay_a_new_dimension.pkl,https://www.youtube.com/embed/wjlrESsYxxI
4949,le_lido_the_defensive_wall.mkv,positive,positive,positive,No transition,No,Leisure,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/le_lido_the_defensive_wall.pkl,https://www.youtube.com/embed/b0p5YJHPAQY
4950,san_manuel_casino_thrill_of_the_final_7.mkv,positive,positive,positive,No transition,No,Leisure,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/san_manuel_casino_thrill_of_the_final_7.pkl,https://www.youtube.com/embed/oIllKC6fNeQ
4951,tamnoon_knockout_collection_schwan.mkv,positive,positive,positive,No transition,No,Clothing,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/tamnoon_knockout_collection_schwan.pkl,https://www.youtube.com/embed/At-qbZ3-Mj0
4952,science_world_coffin.mp4,negative,negative,negative,No transition,No,Leisure,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/science_world_coffin.pkl,https://player.vimeo.com/video/151572310
4953,wimbledon_in_pursuit_of_greatness_take_on_history.mp4,neutral,positive,positive,Transition,No,Leisure,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/wimbledon_in_pursuit_of_greatness_take_on_history.pkl,https://www.youtube.com/embed/C5fQdi7DtUw
4954,nyu_langone_heart_odd_couple.mkv,positive,positive,positive,No transition,No,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/nyu_langone_heart_odd_couple.pkl,https://www.youtube.com/embed/Qhf5tiUA95M
4955,betsson_the_last_wish_of_jacek_gmoch_the_oldest_and_most_renowned_football_trainer.mp4,positive,positive,positive,No transition,No,Leisure,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/betsson_the_last_wish_of_jacek_gmoch_the_oldest_and_most_renowned_football_trainer.pkl,https://www.youtube.com/embed/6QOrfrKJlHw
4956,hermitage_amsterdam_piet_hein_eek.mp4,neutral,positive,positive,Transition,No,Leisure,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/hermitage_amsterdam_piet_hein_eek.pkl,https://player.vimeo.com/video/236055043
4957,medicos_del_mundo_siria.mkv,positive,positive,positive,No transition,No,Health,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/medicos_del_mundo_siria.pkl,https://www.youtube.com/embed/XG8vW3blclY
4958,rayban_havana.mp4,positive,positive,positive,No transition,No,Clothing,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/rayban_havana.pkl,https://www.youtube.com/embed/G7iQ_GDXp7s
4959,lacoste_timeless.webm,neutral,positive,positive,Transition,No,Clothing,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/lacoste_timeless.pkl,https://www.youtube.com/embed/IZC02EQqcXc
4960,colorado_lottery_lucky_for_life_thursday.mp4,neutral,positive,positive,Transition,No,Leisure,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/colorado_lottery_lucky_for_life_thursday.pkl,https://player.vimeo.com/video/287283600
4961,the_corner_comedy_club_emergency_hospital.mkv,negative,negative,positive,Transition,No,Leisure,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/the_corner_comedy_club_emergency_hospital.pkl,https://www.youtube.com/embed/YnPNuSs-Dtk
4962,parimatch_parimatch_hockey_euro2016.mp4,positive,positive,positive,No transition,No,Leisure,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/parimatch_parimatch_hockey_euro2016.pkl,https://player.vimeo.com/video/194232007
4963,adidas_adidas_originals.mp4,positive,positive,positive,No transition,No,Clothing,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/adidas_adidas_originals.pkl,https://player.vimeo.com/video/231115930
4964,argentina_new_cinema_transplant.mkv,positive,positive,positive,No transition,No,Leisure,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/argentina_new_cinema_transplant.pkl,https://www.youtube.com/embed/gg2qIw-18-o
4965,skyn_condoms_yes_yes_yes.mp4,positive,positive,positive,No transition,No,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/skyn_condoms_yes_yes_yes.pkl,https://www.youtube.com/embed/K2Zddszv9QA
4966,boys_girls_clubs_of_greater_milwaukee_a_club_for_every_kid.mp4,negative,neutral,positive,Transition,No,Leisure,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/boys_girls_clubs_of_greater_milwaukee_a_club_for_every_kid.pkl,https://www.youtube.com/embed/4m9bI5-vGBo
4967,jogos_santa_casa_they_are_back.mp4,positive,positive,positive,No transition,No,Leisure,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/jogos_santa_casa_they_are_back.pkl,https://www.youtube.com/embed/u8CsOhE896g
4968,vo5_peasant.mkv,positive,neutral,positive,Transition,No,Health,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/vo5_peasant.pkl,https://www.youtube.com/embed/XvfMdhjKZxs
4969,nicotinell_action_figure.mp4,positive,positive,positive,No transition,No,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/nicotinell_action_figure.pkl,https://www.youtube.com/embed/fXY5aT-ju58
4970,nodoz_gym.mp4,neutral,negative,positive,Transition,No,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/nodoz_gym.pkl,https://player.vimeo.com/video/190911658
4971,the_coleman_company_light_up.mkv,neutral,positive,positive,Transition,No,Leisure,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/the_coleman_company_light_up.pkl,https://www.youtube.com/embed/_y1Z_W0rSbw
4972,toronto_jewish_film_festival_swedish_car.mkv,neutral,neutral,positive,Transition,No,Leisure,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/toronto_jewish_film_festival_swedish_car.pkl,https://www.youtube.com/embed/uw3O7cx898o
4973,lotto_new_zealand_love_sport.mp4,positive,positive,positive,No transition,No,Leisure,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/lotto_new_zealand_love_sport.pkl,https://www.youtube.com/embed/RTAcZFtctOU
4974,flystation_love_flying_wind.mkv,positive,positive,positive,No transition,No,Leisure,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/flystation_love_flying_wind.pkl,https://www.youtube.com/embed/dt_CpUfBI_o
4975,nascar_chase_2.mkv,negative,negative,positive,Transition,No,Leisure,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/nascar_chase_2.pkl,https://www.youtube.com/embed/i886hGlWUeM
4976,arizona_lottery_game_day_gear.mkv,positive,positive,positive,No transition,No,Leisure,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/arizona_lottery_game_day_gear.pkl,https://www.youtube.com/embed/-5w0XPjiuz0
4977,love_condom_football_or_father.mkv,negative,positive,negative,Transition,No,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/love_condom_football_or_father.pkl,https://www.youtube.com/embed/J4PBtpgFgbM
4978,stedelijk_museum_tinguely_machine_spectacle.mp4,neutral,positive,positive,Transition,No,Leisure,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/stedelijk_museum_tinguely_machine_spectacle.pkl,https://www.youtube.com/embed/zSjP-sXk9k8
4979,americas_cardroom_teleportation_cafe.mp4,positive,neutral,positive,Transition,No,Leisure,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/americas_cardroom_teleportation_cafe.pkl,https://www.youtube.com/embed/L5hH66_Vzv8
4980,arizona_lottery_royal_millions_king_guillermo.mkv,positive,positive,positive,No transition,No,Leisure,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/arizona_lottery_royal_millions_king_guillermo.pkl,https://www.youtube.com/embed/Pwg4qjkC7jc
4981,manforce_love_can_take_a_wrong_turn.webm,positive,negative,positive,Transition,Yes,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/manforce_love_can_take_a_wrong_turn.pkl,https://www.youtube.com/embed/J2m6SAxTlBw
4982,arizona_lottery_live_your_million_dollar_fantasy_2.mp4,positive,positive,positive,No transition,No,Leisure,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/arizona_lottery_live_your_million_dollar_fantasy_2.pkl,https://www.youtube.com/embed/52fkyJw5tF0
4983,cineworld_unmissables.mkv,positive,positive,positive,No transition,No,Leisure,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/cineworld_unmissables.pkl,https://www.youtube.com/embed/wuqbV8ZzlYA
4984,colorado_lottery_1_to_1_million.mkv,positive,positive,positive,No transition,No,Leisure,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/colorado_lottery_1_to_1_million.pkl,https://www.youtube.com/embed/EjmhKYJpPjs
4985,arlington_convention_visitors_bureau_arli_the_world_of_wonderful.mp4,negative,positive,positive,Transition,No,Leisure,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/arlington_convention_visitors_bureau_arli_the_world_of_wonderful.pkl,https://www.youtube.com/embed/gro3Tn6reKg
4986,farmacorp_elsa.mp4,positive,positive,positive,No transition,No,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/farmacorp_elsa.pkl,https://player.vimeo.com/video/164644424
4987,kings_island_mystic_timbers_at_kings_island.mkv,negative,negative,neutral,Transition,No,Leisure,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/kings_island_mystic_timbers_at_kings_island.pkl,https://www.youtube.com/embed/-11dhE7L1bA
4988,newport_beach_film_festival_were_being_watched.mkv,positive,negative,positive,Transition,No,Leisure,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/newport_beach_film_festival_were_being_watched.pkl,https://www.youtube.com/embed/yYuTuYVvgIc
4989,toronto_public_health_condom_famous.mp4,positive,positive,positive,No transition,Yes,Health,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/toronto_public_health_condom_famous.pkl,https://www.youtube.com/embed/m9lKkPyos-Q
4990,minnesota_state_lottery_imn_boat.mkv,positive,positive,positive,No transition,No,Leisure,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/minnesota_state_lottery_imn_boat.pkl,https://www.youtube.com/embed/qzcbcZNG5Y0
4991,nyu_langone_heart_baby.mp4,negative,positive,positive,Transition,No,Health,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/nyu_langone_heart_baby.pkl,https://www.youtube.com/embed/FJsUrj9W1gI
4992,voluntarias_de_cancer_de_mama_bolivia_the_safest_radiotherapy_0.mkv,positive,positive,positive,No transition,No,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/voluntarias_de_cancer_de_mama_bolivia_the_safest_radiotherapy_0.pkl,https://www.youtube.com/embed/NyFswJVA-tQ
4993,louisville_slugger_custom_bats.mp4,positive,positive,positive,No transition,No,Leisure,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/louisville_slugger_custom_bats.pkl,https://www.youtube.com/embed/mSyAbwR8LLs
4994,asics_one_with_the_city.mkv,positive,positive,positive,No transition,No,Clothing,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/asics_one_with_the_city.pkl,https://www.youtube.com/embed/PeowIo_MdgA
4995,tiffany_keys_unlock_the_possibilities_2.mkv,neutral,positive,positive,Transition,No,Clothing,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/tiffany_keys_unlock_the_possibilities_2.pkl,https://www.youtube.com/embed/zxElNCzV0dk
4996,gant_seven_decades_seven_icons.mkv,positive,positive,positive,No transition,No,Clothing,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/gant_seven_decades_seven_icons.pkl,https://www.youtube.com/embed/zLEpO578kBU
4997,the_keg_steakhouse_bar_see_you_tonight.mkv,positive,positive,positive,No transition,No,Leisure,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/the_keg_steakhouse_bar_see_you_tonight.pkl,https://www.youtube.com/embed/5d5YQYN963o
4998,cineworld_a_world_of_unlimited_possibilities.mkv,positive,positive,positive,No transition,No,Leisure,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/cineworld_a_world_of_unlimited_possibilities.pkl,https://www.youtube.com/embed/fehxnXHi-YM
4999,charlie_and_the_chocolate_factory_new_york_city_gets_wonkafied.mkv,neutral,positive,positive,Transition,No,Leisure,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/charlie_and_the_chocolate_factory_new_york_city_gets_wonkafied.pkl,https://www.youtube.com/embed/XzufYVYNHzI
5000,benylin_a_guide_to_coughiquette_with_william_hanson.webm,positive,positive,positive,No transition,No,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/benylin_a_guide_to_coughiquette_with_william_hanson.pkl,https://www.youtube.com/embed/LiCquLkv8gU
5001,dockers_dad_hustle.mp4,positive,positive,positive,No transition,No,Clothing,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/dockers_dad_hustle.pkl,https://www.youtube.com/embed/YfU3bxz4hOo
5002,missouri_lottery_a_little_taste_of_big_adventure_little_serengeti.mp4,positive,positive,positive,No transition,No,Leisure,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/missouri_lottery_a_little_taste_of_big_adventure_little_serengeti.pkl,https://www.youtube.com/embed/YoIkO6n3NgA
5003,wilkinson_the_lonely_chair.mkv,positive,positive,positive,No transition,No,Health,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/wilkinson_the_lonely_chair.pkl,https://www.youtube.com/embed/TObsVKS6gvk
5004,thorpe_park_resort_walk_with_the_dead.mp4,negative,negative,negative,No transition,No,Leisure,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/thorpe_park_resort_walk_with_the_dead.pkl,https://player.vimeo.com/video/262349838
5005,la_quiniela_the_scream.mkv,positive,positive,positive,No transition,No,Leisure,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/la_quiniela_the_scream.pkl,https://www.youtube.com/embed/kpfhAIZwabA
5006,crunch_fitness_fiercely_fun_barbell_curls.mp4,positive,positive,positive,No transition,No,Leisure,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/crunch_fitness_fiercely_fun_barbell_curls.pkl,https://player.vimeo.com/video/311548992
5007,fallsview_casino_resort_cellphone.mp4,positive,negative,positive,Transition,No,Leisure,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/fallsview_casino_resort_cellphone.pkl,https://player.vimeo.com/video/272880149
5008,lacoste_save_our_species.webm,positive,positive,positive,No transition,No,Clothing,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/lacoste_save_our_species.pkl,https://www.youtube.com/embed/iLbW68bDV4g
5009,sala_apolo_75th_anniversary.mkv,positive,positive,positive,No transition,No,Leisure,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/sala_apolo_75th_anniversary.pkl,https://www.youtube.com/embed/1ZwZ3aVM-eY
5010,toronto_after_dark_film_festival_sitting.mp4,positive,negative,positive,Transition,No,Leisure,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/toronto_after_dark_film_festival_sitting.pkl,https://www.youtube.com/embed/z_v3wrLShU0
5011,ifly_ifly_virtual_reality.mkv,positive,positive,positive,No transition,No,Leisure,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/ifly_ifly_virtual_reality.pkl,https://www.youtube.com/embed/LAeVMtuPUZY
5012,royal_challenge_sports_drink_challengeaccepted.mkv,positive,positive,positive,No transition,No,Sports,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/royal_challenge_sports_drink_challengeaccepted.pkl,https://www.youtube.com/embed/FxpoV1wqfp4
5013,takeawaycom_game.mp4,positive,positive,positive,No transition,No,Services,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/takeawaycom_game.pkl,https://www.youtube.com/embed/mhO2zNRkaQs
5014,the_canadian_centre_for_gender_and_sexual_diversity_swimming.mp4,positive,positive,positive,No transition,Yes,Awareness,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/the_canadian_centre_for_gender_and_sexual_diversity_swimming.pkl,https://www.youtube.com/embed/rpl5iamhGgs
5015,one_show_be_famous_famous_fanatics.mp4,positive,positive,neutral,Transition,No,Services,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/one_show_be_famous_famous_fanatics.pkl,https://www.youtube.com/embed/wp2FyVJVRUw
5016,friends_of_animals_freedom_is_under_attack.mp4,neutral,positive,positive,Transition,No,Awareness,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/friends_of_animals_freedom_is_under_attack.pkl,https://www.youtube.com/embed/eOFVFFXHT4M
5017,national_association_of_realtors_destiny.mp4,positive,positive,positive,No transition,No,Services,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/national_association_of_realtors_destiny.pkl,https://www.youtube.com/embed/UxFHvx3Hmkw
5018,papyrus_bedtime_stories.webm,positive,negative,negative,Transition,Yes,Awareness,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/papyrus_bedtime_stories.pkl,https://www.youtube.com/embed/yuqlg_pyZks
5019,vinge_the_seat.mkv,positive,negative,positive,Transition,No,Services,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/vinge_the_seat.pkl,https://www.youtube.com/embed/7be7IZLysa0
5020,unstereotype_alliance_the_problem_is_not_seeing_the_problem.mp4,positive,positive,positive,No transition,Yes,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/unstereotype_alliance_the_problem_is_not_seeing_the_problem.pkl,https://player.vimeo.com/video/276899471
5021,civilization_the_game.mkv,negative,negative,positive,Transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/civilization_the_game.pkl,https://www.youtube.com/embed/Lpn2_gwaqD4
5022,safely_home_the_knock_on_effect.webm,neutral,negative,positive,Transition,Yes,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/safely_home_the_knock_on_effect.pkl,https://www.youtube.com/embed/gYXfVnsLhbM
5023,international_committee_of_the_red_cross_choose.mkv,positive,negative,negative,Transition,Yes,Awareness,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/international_committee_of_the_red_cross_choose.pkl,https://www.youtube.com/embed/Yr5yh1O5mnA
5024,cotton_incorporated_opening_ceremony_the_most_powerful_tee.mp4,negative,positive,positive,Transition,No,Awareness,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/cotton_incorporated_opening_ceremony_the_most_powerful_tee.pkl,https://www.youtube.com/embed/f29gLmgfbfw
5025,monster_this_isnt_working_anymore.mkv,negative,negative,positive,Transition,No,Services,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/monster_this_isnt_working_anymore.pkl,https://www.youtube.com/embed/7YLDpOE2fDw
5026,canadian_cancer_society_operating_room.mp4,negative,negative,positive,Transition,Yes,Awareness,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/canadian_cancer_society_operating_room.pkl,https://www.youtube.com/embed/xD6-JKXaQAk
5027,academy_of_motion_picture_arts_sciences_happy_valentines_day.mp4,positive,positive,positive,No transition,No,Services,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/academy_of_motion_picture_arts_sciences_happy_valentines_day.pkl,https://www.youtube.com/embed/1P1PCVaKL7M
5028,easy_cash_sylvie.mp4,positive,positive,positive,No transition,No,Services,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/easy_cash_sylvie.pkl,https://www.youtube.com/embed/EkUl9eQp1Og
5029,supercuts_dont_take_your_hair_for_granted_shave_it_off_bad_hair_day.mkv,positive,positive,positive,No transition,No,Services,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/supercuts_dont_take_your_hair_for_granted_shave_it_off_bad_hair_day.pkl,https://www.youtube.com/embed/Nn25WiFHib0
5030,flamengo_this_is_flamengo.mp4,negative,positive,positive,Transition,No,Sports,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/flamengo_this_is_flamengo.pkl,https://player.vimeo.com/video/208564228
5031,framepool_earth_porn.mkv,positive,positive,positive,No transition,No,Services,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/framepool_earth_porn.pkl,https://www.youtube.com/embed/UeMjE9bSB-c
5032,children_of_the_street_society_new_follower.mkv,positive,positive,positive,No transition,Yes,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/children_of_the_street_society_new_follower.pkl,https://www.youtube.com/embed/To1OT2a0Fxg
5033,eon_the_solar_christmas_experience.mp4,positive,positive,positive,No transition,No,Services,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/eon_the_solar_christmas_experience.pkl,https://www.youtube.com/embed/afZiTgq8LvA
5034,wix_rhett_link.webm,positive,positive,positive,No transition,No,Services,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/wix_rhett_link.pkl,https://www.youtube.com/embed/XxvQIaCJ9Xw
5035,supercuts_sam.mp4,positive,positive,positive,No transition,No,Services,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/supercuts_sam.pkl,https://www.youtube.com/embed/36EA2CPFFbs
5036,chronopost_waiting_man.mp4,positive,positive,positive,No transition,No,Services,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/chronopost_waiting_man.pkl,https://player.vimeo.com/video/185655317
5037,rsvp_online_dating_hallelujah_moments_2.mp4,positive,positive,positive,No transition,No,Services,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/rsvp_online_dating_hallelujah_moments_2.pkl,https://player.vimeo.com/video/181894345
5038,design_department.mp4,neutral,neutral,positive,Transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/design_department.pkl,https://player.vimeo.com/video/260247251
5039,bauer_hockey_mayor_of_boomtown_eichel_attack_ad.mkv,negative,neutral,positive,Transition,No,Sports,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/bauer_hockey_mayor_of_boomtown_eichel_attack_ad.pkl,https://www.youtube.com/embed/wzsRestIglw
5040,eniro_meatballs.mp4,positive,positive,positive,No transition,No,Services,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/eniro_meatballs.pkl,https://player.vimeo.com/video/221857091
